id;Name *;SKU;Name *;SKU;Short description;Description;Text when in stock;Text when backorder allowed
9540;ALU-RACK;GPT.07.612.100/B;ALU-RACK;GPT.07.612.100/B;Schwarz. BMW R 1200 R (07-10).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Achtung!</strong><ul><li> Nicht kompatibel mit original BMW Kofferträger.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9541;ALU-RACK;GPT.07.613.100/B;ALU-RACK;GPT.07.613.100/B;Schw. BMW G 650 Xchall./Xcountry/Xmoto (06-09);<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9542;ALU-RACK;GPT.07.644.10000/B;ALU-RACK;GPT.07.644.10000/B;Schwarz. BMW K 1300 GT (09-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li><li>Nicht passend für Hepco & Becker</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9543;ALU-RACK;GPT.07.685.15000/S;ALU-RACK;GPT.07.685.15000/S;Silber. BMW R1200 GS Adventure (08-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW R 1200 GS Adventure</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9544;STEEL-RACK;GPT.07.685.20002/B;STEEL-RACK;GPT.07.685.20002/B;Schwarz. BMW R 1200 GS Adventure (08-13).;<strong><p>SW-MOTECH STEEL-RACK</p></strong><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9545;ALU-RACK;GPT.07.726.10000/S;ALU-RACK;GPT.07.726.10000/S;Silber. BMW R 1150 GS Adventure (02-05).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9546;STEEL-RACK;GPT.07.726.20002/B;STEEL-RACK;GPT.07.726.20002/B;Schwarz. BMW R 1150 GS Adventure (02-05).;<strong><p>SW-MOTECH STEEL-RACK</p></strong><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9547;ALU-RACK;GPT.07.734.10000/S;ALU-RACK;GPT.07.734.10000/S;ROTAX - Silber. BMW R1200 RT (05-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>Nicht geeignet für Hepco & Becker Topcase</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9548;ALU-RACK;GPT.07.782.15000/B;ALU-RACK;GPT.07.782.15000/B;Schwarz. BMW R 1200 GS LC / Adventure.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW R 1200 GS</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9549;ALU-RACK;GPT.07.782.15000/S;ALU-RACK;GPT.07.782.15000/S;Silber. BMW R 1200 GS LC / Adventure.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW R 1200 GS</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: silbern</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9550;ALU-RACK Tieferlegungs-Kit;GPT.07.782.17000/B;ALU-RACK Tieferlegungs-Kit;GPT.07.782.17000/B;Schwarz. BMW R 1200 GS LC / Adventure (13-).;<strong>SW-MOTECH ALU-RACK Tieferlegungs-Kit</strong><br /><ul><li>Mit diesem Tieferlegungs-Kit kann das ALU-RACK auch ohne Haltegriffe montiert werden.</li><li>Der Schwerpunkt wird von der Original Position um 79 mm nach unten versetzt.</li><li>Im Kombination mit der Aluminium Soziusabdeckung erhält man eine größere ebene Auflagefläche.</li></ul><br><strong>Lieferumfang</strong><ul><li>Tieferlegungs-Kit (<strong>ohne</strong> ALU-RACK)</li></ul><br><strong>Achtung!</strong><ul><li>Bitte beachten Sie, dass die Verwendung der Original BMW Seitenkoffer nicht möglich ist.</a></strong></li>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9551;Verstärkungs-Kit;GPT.07.782.18000/B;Verstärkungs-Kit;GPT.07.782.18000/B;Schwarz. Für Original Heck. BMW R 1200 GS (13-).;<strong>SW-MOTECH Verstärkungs-Kit Heck R1200 GS LC</strong><br><ul><li>Verstärkungs-Kit zur Stabilisierung der original Gepäckbrücke</li><li>Unterstützt Standhaftigkeit der Gepäckbrücke und ermöglicht somit die sichere Verwendung und Befestigung von Gepäckträgern, Gepäck usw.</li><li>Optisch gut in Erscheinungsbild des Motorrads integriert</li><li>Pulverbeschichtung als Korrosionsschutz</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>Verstärkungsblech</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9552;SEAT-RACK;GPT.07.782.40000/B;SEAT-RACK;GPT.07.782.40000/B;Schwarz. BMW R 1200 GS LC / Adventure.;<strong>SW-MOTECH SEAT-RACK</strong><br><ul><li>Passgenaues <strong>SEAT-RACK</strong> für den Soziussitz bietet vielseitige Verzurrmöglichkeiten</li><li>Perfekte Anpassung an Soziussitz</li><li>Lochbild angepasst für die Verwendung von handelsübglichen/gängigen Gurten</li><li>Abnehmbar mit Originalschlüssel durch gleichen Schließmechanismus</li><li>Schnelle und einfache (De-) Montage</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>SEAT-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9553;ALU-RACK;GPT.08.161.15000/B;ALU-RACK;GPT.08.161.15000/B;Schwarz. Kawasaki ZZR1400 (06-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Kawasaki ZZR 1400</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Achtung!</strong><ul><li>Bei Nord-Amerikanischen modellen muss ggf. das Heck nachbearbeitet werden oder durch das europäische Bauteil ersetzt werden.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9554;ALU-RACK;GPT.08.185.15000/B;ALU-RACK;GPT.08.185.15000/B;Schwarz. Kawasaki Z 1000 SX (11-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Kawasaki Z 1000 SX</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9555;ALU-RACK;GPT.08.200.15000/B;ALU-RACK;GPT.08.200.15000/B;Schwarz. Kawasaki ER-6 n/f (12-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Kawasaki ER-6 n/f</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9556;ALU-RACK;GPT.08.261.15000/B;ALU-RACK;GPT.08.261.15000/B;Schwarz. Kawasaki Z 800 (12-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Kawasaki Z 800</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Achtung!</strong><ul><li> Nicht kompatibel mit SEAT-RACK.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9557;SEAT-RACK;GPT.08.261.40000/B;SEAT-RACK;GPT.08.261.40000/B;Schwarz. Kawasaki Z 800 (12-).;<strong>SW-MOTECH SEAT-RACK</strong><br><ul><li>Passgenaues <strong>SEAT-RACK</strong> für den Soziussitz bietet vielseitige Verzurrmöglichkeiten</li><li>Perfekte Anpassung an Soziussitz durch spezielle Moosgummidichtung (9mm - 15mm) und individuelle Modellzuweisung</li><li>Lochbild angepasst für die Verwendung von handelsübglichen/gängigen Gurten</li><li>Abnehmbar mit Originalschlüssel durch gleichen Schließmechanismus</li><li>Schnelle und einfache (De-) Montage</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>SEAT-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Achtung!</strong><ul><li> Nicht kompatibel mit ALU-RACK.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9558;ALU-RACK;GPT.08.269.100/B;ALU-RACK;GPT.08.269.100/B;Schwarz. Kawasaki ZZR 1200 (02-06).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9559;ALU-RACK;GPT.08.273.100/B;ALU-RACK;GPT.08.273.100/B;Schwarz. Kawasaki ZRX1100, ZRX 1200 R/S.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9560;ALU-RACK;GPT.08.335.100/B;ALU-RACK;GPT.08.335.100/B;Schwarz. Kawasaki Z 750 S (04-06).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9561;STEEL-RACK;GPT.08.365.20001/B;STEEL-RACK;GPT.08.365.20001/B;Schwarz. Kawasaki KLR650 (08-).;<strong><p>SW-MOTECH STEEL-RACK</p></strong><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9562;ALU-RACK;GPT.08.368.15000/B;ALU-RACK;GPT.08.368.15000/B;Schwarz. Kawasaki Versys 1000 (12-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Kawasaki Versys 1000</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9563;STEEL-RACK;GPT.08.368.20001/B;STEEL-RACK;GPT.08.368.20001/B;Schwarz. Kawasaki Versys 1000 (12-).;<strong><p>SW-MOTECH STEEL-RACK</p></strong><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9564;ALU-RACK;GPT.08.385.100/B;ALU-RACK;GPT.08.385.100/B;Schwarz. Kawasaki Z 750 / R, Z 1000.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9565;ALU-RACK;GPT.08.391.15001/B;ALU-RACK;GPT.08.391.15001/B;Schwarz. Kawasaki ER6n/f und Versys 650 (-08).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Kawasaki ER-6 n/f und Versys</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9566;STEEL-RACK;GPT.08.391.20002/B;STEEL-RACK;GPT.08.391.20002/B;Schwarz. Versys 650 (07-09) ER-6n/f (06-08).;<strong><p>SW-MOTECH STEEL-RACK</p></strong><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
